,Unnamed: 0,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
171,9617,JB358697,nan,2018-07-21 04:20:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/21/2018 04:30:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,150,W,RANDOLPH ST,122,,,,,,,2.0,"REPORTED, NOT EVIDENT",1.0,0.0,0.0,0.0,1.0,2.0,0.0,4,7,7,41.884582656,-87.63250801,POINT (-87.632508009736 41.884582656121)
172,9619,JB358909,nan,2018-07-21 04:00:00,0,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/21/2018 10:15:00 AM,IMPROPER LANE USAGE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,510,W,GRAND AVE,1214,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,7,7,41.891514687,-87.641285916,POINT (-87.641285915708 41.891514687191)
173,9654,JB358587,nan,2018-07-21 00:35:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),3.0,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/21/2018 01:01:00 AM,IMPROPER LANE USAGE,NOT APPLICABLE,520,S,MICHIGAN AVE,123,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,7,7,41.875259826,-87.624396674,POINT (-87.624396673836 41.875259825819)
174,9664,JB358579,nan,2018-07-20 23:15:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),6.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",07/21/2018 01:00:00 AM,EQUIPMENT - VEHICLE CONDITION,DISREGARDING ROAD MARKINGS,700,S,COLUMBUS DR,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,7.0,0.0,23,6,7,41.873148326999996,-87.62073886,POINT (-87.620738859591 41.873148327225)
175,9670,JB358539,nan,2018-07-20 23:00:00,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,CENTER TURN LANE,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/21/2018 12:10:00 AM,FAILING TO REDUCE SPEED TO AVOID CRASH,FOLLOWING TOO CLOSELY,400,S,MICHIGAN AVE,113,,,,,,,3.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,3.0,0.0,23,6,7,41.876938012,-87.62443661799999,POINT (-87.624436617945 41.876938011523)
176,9672,JB358485,nan,2018-07-20 23:00:00,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,07/20/2018 11:15:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,111,W,HUBBARD ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,23,6,7,41.889904428,-87.631592489,POINT (-87.631592488569 41.88990442842)
177,9681,JB358468,nan,2018-07-20 22:20:00,30,TRAFFIC SIGNAL,OTHER,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,5.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",07/20/2018 10:35:00 PM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,300,S,FRANKLIN ST,122,,,,,,,2.0,INCAPACITATING INJURY,2.0,0.0,2.0,0.0,0.0,3.0,0.0,22,6,7,41.878038267,-87.635349437,POINT (-87.635349437018 41.878038266728)
178,9682,JB358472,nan,2018-07-20 22:15:00,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",07/20/2018 10:50:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,642,S,CLARK ST,123,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22,6,7,41.873710736,-87.630797095,POINT (-87.630797095474 41.873710735982)
179,9688,JB358441,nan,2018-07-20 22:00:00,35,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/20/2018 10:45:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,200,W,LOWER WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22,6,7,41.887068779,-87.634007958,POINT (-87.634007958314 41.88706877922)
180,9694,JB368921,nan,2018-07-20 21:15:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ANGLE,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",07/28/2018 12:15:00 PM,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,1,N,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,6,7,41.881951876,-87.636620349,POINT (-87.636620349402 41.881951876486)
182,9767,JB358948,nan,2018-07-20 17:30:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",07/21/2018 10:53:00 AM,IMPROPER LANE USAGE,EXCEEDING SAFE SPEED FOR CONDITIONS,48,N,DESPLAINES ST,121,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17,6,7,41.883129481,-87.64431213,POINT (-87.644312129538 41.88312948059)
183,9795,JB358123,nan,2018-07-20 16:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",07/20/2018 06:00:00 PM,DISREGARDING TRAFFIC SIGNALS,TURNING RIGHT ON RED,227,N,STATE ST,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,6,7,41.886467024,-87.627809648,POINT (-87.627809647585 41.886467023912)
184,9840,JB364401,nan,2018-07-20 14:30:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/25/2018 11:00:00 AM,NOT APPLICABLE,NOT APPLICABLE,735,W,ADAMS ST,1232,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,6,7,41.879129569,-87.645610996,POINT (-87.645610995779 41.879129568554)
185,9857,JB357973,nan,2018-07-20 14:05:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/20/2018 04:52:00 PM,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,214,W,VAN BUREN ST,122,,,,,,,2.0,NONINCAPACITATING INJURY,3.0,0.0,0.0,3.0,0.0,1.0,0.0,14,6,7,41.876949125,-87.634159343,POINT (-87.634159342654 41.876949124598)
186,9865,JB357846,nan,2018-07-20 13:40:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/20/2018 02:47:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,401,S,FRANKLIN ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,6,7,41.876792979,-87.635029199,POINT (-87.635029199263 41.876792979337)
187,9944,JB357563,nan,2018-07-20 10:15:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/20/2018 11:40:00 AM,DISTRACTION - FROM OUTSIDE VEHICLE,DISTRACTION - FROM OUTSIDE VEHICLE,435,N,LOWER MICHIGAN AVE,1834,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,6,7,41.89042261,-87.623998932,POINT (-87.623998931508 41.890422609593)
188,9950,JB357455,nan,2018-07-20 09:54:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/20/2018 09:54:00 AM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,111,N,CLARK ST,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9,6,7,41.883512645,-87.630768552,POINT (-87.630768552092 41.883512645027)
190,9957,JB357493,nan,2018-07-20 09:40:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/20/2018 10:30:00 AM,IMPROPER BACKING,NOT APPLICABLE,37,E,GRAND AVE,1834,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9,6,7,41.891576509000004,-87.626654253,POINT (-87.626654252698 41.891576508525)
192,9986,JB358055,nan,2018-07-20 07:55:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",07/20/2018 05:20:00 PM,IMPROPER OVERTAKING/PASSING,CELL PHONE USE OTHER THAN TEXTING,78,W,MADISON ST,112,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7,6,7,41.882088546999995,-87.630672229,POINT (-87.630672228546 41.882088546801)
193,9988,JB357427,nan,2018-07-20 07:50:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/20/2018 09:45:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2,N,LA SALLE ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7,6,7,41.881992298,-87.63250662700001,POINT (-87.632506626701 41.881992298253)
194,10012,JB357248,nan,2018-07-20 04:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,FIXED OBJECT,OTHER,0.0,STRAIGHT AND LEVEL,DRY,"RUT, HOLES",NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/20/2018 04:20:00 AM,UNABLE TO DETERMINE,UNABLE TO DETERMINE,430,N,JEFFERSON ST,1214,,,,,,,1.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,6,7,41.890016074,-87.643056305,POINT (-87.643056305379 41.890016074197)
195,10017,JB357185,nan,2018-07-20 02:06:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",07/20/2018 02:07:00 AM,IMPROPER BACKING,UNABLE TO DETERMINE,420,N,CLARK ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,6,7,41.889977687,-87.631227083,POINT (-87.631227083419 41.88997768697)
197,10066,JB358298,nan,2018-07-19 19:45:00,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/20/2018 08:00:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,200,N,LA SALLE ST,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,5,7,41.885761124,-87.632595153,POINT (-87.632595153109 41.885761124491)
198,10067,JB356898,nan,2018-07-19 19:45:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,REAR END,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",07/19/2018 09:25:00 PM,FOLLOWING TOO CLOSELY,NOT APPLICABLE,222,N,LA SALLE ST,122,,,,,,,2.0,NONINCAPACITATING INJURY,1.0,0.0,0.0,1.0,0.0,1.0,0.0,19,5,7,41.886351604,-87.632613946,POINT (-87.632613945519 41.886351604489)
199,10083,JB356834,nan,2018-07-19 18:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/19/2018 07:40:00 PM,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,43,E,WACKER DR,111,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,5,7,41.886921528,-87.626365761,POINT (-87.626365761146 41.886921527731)
200,10097,JB356731,nan,2018-07-19 18:04:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,8.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/19/2018 06:30:00 PM,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,333,W,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,5,7,41.886025413,-87.636297703,POINT (-87.63629770323 41.886025412541)
201,10101,JB356739,nan,2018-07-19 18:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/19/2018 06:14:00 PM,IMPROPER LANE USAGE,NOT APPLICABLE,60,W,KINZIE ST,1831,,,Y,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18,5,7,41.889333215,-87.630282472,POINT (-87.630282472199 41.889333215048)
202,10105,JB356776,nan,2018-07-19 17:45:00,0,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",07/19/2018 06:45:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,121,S,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,5,7,41.880104997,-87.63657464200001,POINT (-87.636574641927 41.880104996942)
203,10107,JB360535,nan,2018-07-19 17:30:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,5.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/22/2018 02:45:00 PM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,500,W,MADISON ST,121,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17,5,7,41.881994338,-87.639758685,POINT (-87.639758684881 41.881994338205)
204,10110,JB356743,nan,2018-07-19 17:30:00,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/19/2018 05:30:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,501,S,CONGRESS PLAZA DR,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17,5,7,41.875652121,-87.62311791799999,POINT (-87.623117918284 41.875652121458)
205,10132,JB356679,nan,2018-07-19 16:00:00,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",07/19/2018 06:00:00 PM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,212,S,HALSTED ST,1232,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16,5,7,41.878801378,-87.64741620299999,POINT (-87.647416202906 41.878801378163)
206,10171,JB358121,nan,2018-07-19 14:00:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,4.0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",07/20/2018 06:03:00 PM,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,1,S,MICHIGAN AVE,114,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14,5,7,41.882048398,-87.62421733,POINT (-87.62421733025 41.882048397571)
207,10180,JB356447,nan,2018-07-19 13:12:00,30,UNKNOWN,UNKNOWN,CLEAR,DAYLIGHT,TURNING,UNKNOWN,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",07/19/2018 02:50:00 PM,UNABLE TO DETERMINE,NOT APPLICABLE,449,N,CLARK ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13,5,7,41.89071401,-87.630956439,POINT (-87.630956438825 41.890714009817)
208,10230,JB356210,nan,2018-07-19 10:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",07/19/2018 10:55:00 AM,IMPROPER TURNING/NO SIGNAL,FAILING TO REDUCE SPEED TO AVOID CRASH,175,N,HALSTED ST,1224,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,5,7,41.885257216,-87.64731471200001,POINT (-87.647314712248 41.885257216086)
209,10245,JB356113,nan,2018-07-19 10:00:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",07/19/2018 10:10:00 AM,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,449,N,DEARBORN ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10,5,7,41.890723859,-87.629478686,POINT (-87.629478686259 41.890723859353)
211,10265,JB356061,nan,2018-07-19 08:50:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,3.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,07/19/2018 08:54:00 AM,IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,220,W,HARRISON ST,123,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,5,7,41.874597358,-87.634244085,POINT (-87.634244085004 41.874597357827)
212,10277,JB356179,nan,2018-07-19 08:14:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/19/2018 11:00:00 AM,NOT APPLICABLE,NOT APPLICABLE,311,S,WACKER DR,122,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,5,7,41.877791648,-87.636524344,POINT (-87.636524344435 41.877791648104)
213,10280,JB356023,nan,2018-07-19 08:02:00,30,NO CONTROLS,FUNCTIONING IMPROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),1.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/19/2018 09:05:00 AM,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,730,W,RANDOLPH ST,1224,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8,5,7,41.884520472,-87.64695489299999,POINT (-87.646954893312 41.884520471912)
214,10333,JB355763,nan,2018-07-18 23:42:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,07/18/2018 11:43:00 PM,IMPROPER BACKING,NOT APPLICABLE,161,W,HUBBARD ST,1831,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23,4,7,41.889880272,-87.633506755,POINT (-87.633506754608 41.889880271607)
215,10348,JB355718,nan,2018-07-18 21:30:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,2.0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/18/2018 10:30:00 PM,IMPROPER TURNING/NO SIGNAL,FAILING TO YIELD RIGHT-OF-WAY,45,E,ADAMS ST,113,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21,4,7,41.879417099,-87.62596227200001,POINT (-87.625962271652 41.879417099209)
216,10375,JB355503,nan,2018-07-18 19:00:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",07/18/2018 07:49:00 PM,IMPROPER LANE USAGE,IMPROPER LANE USAGE,401,N,MICHIGAN AVE,1834,,,,,,,2.0,NO INDICATION OF INJURY,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19,4,7,41.889354252,-87.624102456,POINT (-87.624102456243 41.889354251928)
